Time,Temperature,Humity,Pressure
2019.02.28 22:57,19.4,52.63477,97846.2
2019.02.28 23:11,19.61,52.7373,97836.97
2019.02.28 23:26,19.54,51.18066,97826.39
2019.02.28 23:40,19.46,50.9834,97815.22
2019.02.28 23:55,19.41,50.93457,97815.95
